Reference,Light S.,Temperature (K),Pressure (bar),Phase,Molar Feed Ratio,Additive,Amount of additive (mol/L),Semicon.Prep,Cocat.Prep,CalcTemp (K),"Co-catalyst 1 Loading, wt%",Co-catalyst 1,"Co-catalyst 2 Loading, wt%",Co-catalyst 2,Dopant1/Semiconductor1 Ratio,Dop1,Dopant2/Semiconductor1 Ratio,Dop2,Semiconductor1/Semiconductor2 Ratio,Semiconductor 1,Semiconductor 2,Band Gap Energy (eV),Total Gas Yield (µmol/gcat/h)
"Z. Xiong, Z. Lei, C.C. Kuang, X. Chen, B. Gong, Y. Zhao, J. Zhang, C. Zheng, J.C.S. Wu, Selective photocatalytic reduction of CO2 into CH4 over Pt-Cu2O TiO2 Noocrystals: The interaction between Pt and Cu2O cocatalysts, Appl. Catal. B Environ. 202 (2017) 695–703. https://doi.org/10.1016/j.apcatb.2016.10.001.",Vis,323,1,Gas,0.22,No,0,Thermal methods,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,,1.09
"Z. Xiong, Z. Lei, C.C. Kuang, X. Chen, B. Gong, Y. Zhao, J. Zhang, C. Zheng, J.C.S. Wu, Selective photocatalytic reduction of CO2 into CH4 over Pt-Cu2O TiO2 Noocrystals: The interaction between Pt and Cu2O cocatalysts, Appl. Catal. B Environ. 202 (2017) 695–703. https://doi.org/10.1016/j.apcatb.2016.10.001.",Vis,323,1,Gas,42,No,0,Thermal methods,NP,298,0,No,0,No,3,V,0,No,100,TiO2,No,,2.3
"Z. Xiong, Z. Lei, C.C. Kuang, X. Chen, B. Gong, Y. Zhao, J. Zhang, C. Zheng, J.C.S. Wu, Selective photocatalytic reduction of CO2 into CH4 over Pt-Cu2O TiO2 Noocrystals: The interaction between Pt and Cu2O cocatalysts, Appl. Catal. B Environ. 202 (2017) 695–703. https://doi.org/10.1016/j.apcatb.2016.10.001.",Vis,323,1,Gas,42,No,0,Thermal methods,NP,298,0,No,0,No,3,W,0,No,100,TiO2,No,,2.4
"Z. Xiong, Z. Lei, C.C. Kuang, X. Chen, B. Gong, Y. Zhao, J. Zhang, C. Zheng, J.C.S. Wu, Selective photocatalytic reduction of CO2 into CH4 over Pt-Cu2O TiO2 Noocrystals: The interaction between Pt and Cu2O cocatalysts, Appl. Catal. B Environ. 202 (2017) 695–703. https://doi.org/10.1016/j.apcatb.2016.10.001.",Vis,323,1,Gas,42,No,0,Thermal methods,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,,0.98
"Z. Xiong, Z. Lei, C.C. Kuang, X. Chen, B. Gong, Y. Zhao, J. Zhang, C. Zheng, J.C.S. Wu, Selective photocatalytic reduction of CO2 into CH4 over Pt-Cu2O TiO2 Noocrystals: The interaction between Pt and Cu2O cocatalysts, Appl. Catal. B Environ. 202 (2017) 695–703. https://doi.org/10.1016/j.apcatb.2016.10.001.",Vis,323,1,Gas,42,No,0,Thermal methods,NP,298,0,No,0,No,3,V,0,No,100,TiO2,No,,1.34
"Z. Xiong, Z. Lei, C.C. Kuang, X. Chen, B. Gong, Y. Zhao, J. Zhang, C. Zheng, J.C.S. Wu, Selective photocatalytic reduction of CO2 into CH4 over Pt-Cu2O TiO2 Noocrystals: The interaction between Pt and Cu2O cocatalysts, Appl. Catal. B Environ. 202 (2017) 695–703. https://doi.org/10.1016/j.apcatb.2016.10.001.",Vis,323,1,Gas,42,No,0,Thermal methods,NP,298,0,No,0,No,3,W,0,No,100,TiO2,No,,1.42
"Z. Xiong, Z. Lei, C.C. Kuang, X. Chen, B. Gong, Y. Zhao, J. Zhang, C. Zheng, J.C.S. Wu, Selective photocatalytic reduction of CO2 into CH4 over Pt-Cu2O TiO2 Noocrystals: The interaction between Pt and Cu2O cocatalysts, Appl. Catal. B Environ. 202 (2017) 695–703. https://doi.org/10.1016/j.apcatb.2016.10.001.",Vis,323,1,Gas,42,No,0,Thermal methods,NP,298,0,No,0,No,3,V,3,W,100,TiO2,No,,1.92
"Z. Xiong, Z. Lei, C.C. Kuang, X. Chen, B. Gong, Y. Zhao, J. Zhang, C. Zheng, J.C.S. Wu, Selective photocatalytic reduction of CO2 into CH4 over Pt-Cu2O TiO2 Noocrystals: The interaction between Pt and Cu2O cocatalysts, Appl. Catal. B Environ. 202 (2017) 695–703. https://doi.org/10.1016/j.apcatb.2016.10.001.",Vis,323,1,Gas,42,No,0,Thermal methods,NP,298,0,No,0,No,3,V,3,W,100,TiO2,No,,0.21
"Z. Xiong, Z. Lei, C.C. Kuang, X. Chen, B. Gong, Y. Zhao, J. Zhang, C. Zheng, J.C.S. Wu, Selective photocatalytic reduction of CO2 into CH4 over Pt-Cu2O TiO2 Noocrystals: The interaction between Pt and Cu2O cocatalysts, Appl. Catal. B Environ. 202 (2017) 695–703. https://doi.org/10.1016/j.apcatb.2016.10.001.",Vis,323,1,Gas,42,No,0,Thermal methods,NP,298,0,No,0,No,1,V,3,W,100,TiO2,No,,3.49
"Z. Xiong, Z. Lei, C.C. Kuang, X. Chen, B. Gong, Y. Zhao, J. Zhang, C. Zheng, J.C.S. Wu, Selective photocatalytic reduction of CO2 into CH4 over Pt-Cu2O TiO2 Noocrystals: The interaction between Pt and Cu2O cocatalysts, Appl. Catal. B Environ. 202 (2017) 695–703. https://doi.org/10.1016/j.apcatb.2016.10.001.",Vis,323,1,Gas,42,No,0,Thermal methods,NP,298,0,No,0,No,5,V,3,W,100,TiO2,No,,2.02
"Z. Xiong, Z. Lei, C.C. Kuang, X. Chen, B. Gong, Y. Zhao, J. Zhang, C. Zheng, J.C.S. Wu, Selective photocatalytic reduction of CO2 into CH4 over Pt-Cu2O TiO2 Noocrystals: The interaction between Pt and Cu2O cocatalysts, Appl. Catal. B Environ. 202 (2017) 695–703. https://doi.org/10.1016/j.apcatb.2016.10.001.",Vis,323,1,Gas,42,No,0,Thermal methods,NP,298,0,No,0,No,3,V,1,W,100,TiO2,No,,3.35
"Z. Xiong, Z. Lei, C.C. Kuang, X. Chen, B. Gong, Y. Zhao, J. Zhang, C. Zheng, J.C.S. Wu, Selective photocatalytic reduction of CO2 into CH4 over Pt-Cu2O TiO2 Noocrystals: The interaction between Pt and Cu2O cocatalysts, Appl. Catal. B Environ. 202 (2017) 695–703. https://doi.org/10.1016/j.apcatb.2016.10.001.",Vis,323,1,Gas,42,No,0,Thermal methods,NP,298,0,No,0,No,3,V,5,W,100,TiO2,No,,1.34
"Z. Xiong, Z. Lei, C.C. Kuang, X. Chen, B. Gong, Y. Zhao, J. Zhang, C. Zheng, J.C.S. Wu, Selective photocatalytic reduction of CO2 into CH4 over Pt-Cu2O TiO2 Noocrystals: The interaction between Pt and Cu2O cocatalysts, Appl. Catal. B Environ. 202 (2017) 695–703. https://doi.org/10.1016/j.apcatb.2016.10.001.",Vis,293,0.71,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,,1.08
"Z. Xiong, Z. Lei, C.C. Kuang, X. Chen, B. Gong, Y. Zhao, J. Zhang, C. Zheng, J.C.S. Wu, Selective photocatalytic reduction of CO2 into CH4 over Pt-Cu2O TiO2 Noocrystals: The interaction between Pt and Cu2O cocatalysts, Appl. Catal. B Environ. 202 (2017) 695–703. https://doi.org/10.1016/j.apcatb.2016.10.001.",Vis,293,0.71,Liquid,No,No,0,Hydrothermal,Chemical reduction,298,1,Pt,0,No,0,No,0,No,100,TiO2,No,,2.79
"Z. Xiong, Z. Lei, C.C. Kuang, X. Chen, B. Gong, Y. Zhao, J. Zhang, C. Zheng, J.C.S. Wu, Selective photocatalytic reduction of CO2 into CH4 over Pt-Cu2O TiO2 Noocrystals: The interaction between Pt and Cu2O cocatalysts, Appl. Catal. B Environ. 202 (2017) 695–703. https://doi.org/10.1016/j.apcatb.2016.10.001.",Vis,293,0.71,Liquid,No,No,0,Hydrothermal,Chemical reduction,298,1,Cu,0,No,0,No,0,No,100,TiO2,No,,1.1
"Z. Xiong, Z. Lei, C.C. Kuang, X. Chen, B. Gong, Y. Zhao, J. Zhang, C. Zheng, J.C.S. Wu, Selective photocatalytic reduction of CO2 into CH4 over Pt-Cu2O TiO2 Noocrystals: The interaction between Pt and Cu2O cocatalysts, Appl. Catal. B Environ. 202 (2017) 695–703. https://doi.org/10.1016/j.apcatb.2016.10.001.",Vis,293,0.71,Liquid,No,No,0,Hydrothermal,Chemical reduction,298,1,Pt,1,Cu,0,No,0,No,100,TiO2,No,,1.19
"M. Dilla, A. Mateblowski, S. Ristig, J. Strunk, Photocatalytic CO2 Reduction under Continuous Flow High-Purity Conditions: Influence of Light Intensity and H2O Concentration, ChemCatChem. 9 (2017) 4345–4352. https://doi.org/10.1002/cctc.201701189.",UVVis,298,1,Gas,42,No,0,Commercial,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,,0.28
"E. Pipelzadeh, V. Rudolph, G. Hanson, C. Noble, L. Wang, Photoreduction of CO2 on ZIF-8/TiO2 Noocomposites in a gaseous photoreactor under pressure swing, Appl. Catal. B Environ. 218 (2017) 672–678. https://doi.org/10.1016/j.apcatb.2017.06.054.",UVVis,298,4,Gas,42,No,0,Commercial,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,,38.94
"M. Jiang, Y. Gao, Z. Wang, Z. Ding, Photocatalytic CO2 reduction promoted by a CuCo2O4 cocatalyst with homogeneous and heterogeneous light harvesters, Appl. Catal. B Environ. 198 (2016) 180–188. https://doi.org/10.1016/j.apcatb.2016.05.055.",Vis,298,1,Liquid,No,No,0,Commercial,Thermal methods,673,1,Cu,1,Ru(bpy3)+2,0,No,0,No,100,CdS,No,,36.67
"M. Jiang, Y. Gao, Z. Wang, Z. Ding, Photocatalytic CO2 reduction promoted by a CuCo2O4 cocatalyst with homogeneous and heterogeneous light harvesters, Appl. Catal. B Environ. 198 (2016) 180–188. https://doi.org/10.1016/j.apcatb.2016.05.055.",Vis,298,1,Liquid,No,No,0,Commercial,Thermal methods,573,1,Cu,1,Ru(bpy3)+2,0,No,0,No,100,CdS,No,,13.51
"M. Jiang, Y. Gao, Z. Wang, Z. Ding, Photocatalytic CO2 reduction promoted by a CuCo2O4 cocatalyst with homogeneous and heterogeneous light harvesters, Appl. Catal. B Environ. 198 (2016) 180–188. https://doi.org/10.1016/j.apcatb.2016.05.055.",Vis,298,1,Liquid,No,No,0,Commercial,Thermal methods,673,1,Cu,1,Ru(bpy3)+2,0,No,0,No,100,CdS,No,,23.83
"M. Jiang, Y. Gao, Z. Wang, Z. Ding, Photocatalytic CO2 reduction promoted by a CuCo2O4 cocatalyst with homogeneous and heterogeneous light harvesters, Appl. Catal. B Environ. 198 (2016) 180–188. https://doi.org/10.1016/j.apcatb.2016.05.055.",Vis,298,1,Liquid,No,No,0,Commercial,Thermal methods,773,1,Cu,1,Ru(bpy3)+2,0,No,0,No,100,CdS,No,,19.31
"M. Jiang, Y. Gao, Z. Wang, Z. Ding, Photocatalytic CO2 reduction promoted by a CuCo2O4 cocatalyst with homogeneous and heterogeneous light harvesters, Appl. Catal. B Environ. 198 (2016) 180–188. https://doi.org/10.1016/j.apcatb.2016.05.055.",Vis,298,1,Liquid,No,No,0,Commercial,Thermal methods,873,1,Cu,1,Ru(bpy3)+2,0,No,0,No,100,CdS,No,,17.54
"M. Jiang, Y. Gao, Z. Wang, Z. Ding, Photocatalytic CO2 reduction promoted by a CuCo2O4 cocatalyst with homogeneous and heterogeneous light harvesters, Appl. Catal. B Environ. 198 (2016) 180–188. https://doi.org/10.1016/j.apcatb.2016.05.055.",Vis,298,1,Liquid,No,No,0,Commercial,Thermal methods,673,1,Cu,1,Ru(bpy3)+2,0,No,0,No,100,CdS,No,,10.11
"M. Jiang, Y. Gao, Z. Wang, Z. Ding, Photocatalytic CO2 reduction promoted by a CuCo2O4 cocatalyst with homogeneous and heterogeneous light harvesters, Appl. Catal. B Environ. 198 (2016) 180–188. https://doi.org/10.1016/j.apcatb.2016.05.055.",Vis,298,1,Liquid,No,No,0,Commercial,Thermal methods,673,0.1,Cu,1,Ru(bpy3)+2,0,No,0,No,100,CdS,No,,33.63
"M. Jiang, Y. Gao, Z. Wang, Z. Ding, Photocatalytic CO2 reduction promoted by a CuCo2O4 cocatalyst with homogeneous and heterogeneous light harvesters, Appl. Catal. B Environ. 198 (2016) 180–188. https://doi.org/10.1016/j.apcatb.2016.05.055.",Vis,298,1,Liquid,No,No,0,Commercial,Thermal methods,673,0.5,Cu,1,Ru(bpy3)+2,0,No,0,No,100,CdS,No,,36.86
"M. Jiang, Y. Gao, Z. Wang, Z. Ding, Photocatalytic CO2 reduction promoted by a CuCo2O4 cocatalyst with homogeneous and heterogeneous light harvesters, Appl. Catal. B Environ. 198 (2016) 180–188. https://doi.org/10.1016/j.apcatb.2016.05.055.",Vis,298,1,Liquid,No,No,0,Commercial,Thermal methods,673,1,Cu,1,Ru(bpy3)+2,0,No,0,No,100,CdS,No,,41.92
"M. Jiang, Y. Gao, Z. Wang, Z. Ding, Photocatalytic CO2 reduction promoted by a CuCo2O4 cocatalyst with homogeneous and heterogeneous light harvesters, Appl. Catal. B Environ. 198 (2016) 180–188. https://doi.org/10.1016/j.apcatb.2016.05.055.",Vis,298,1,Liquid,No,No,0,Commercial,Thermal methods,673,2.5,Cu,1,Ru(bpy3)+2,0,No,0,No,100,CdS,No,,22.66
"M. Jiang, Y. Gao, Z. Wang, Z. Ding, Photocatalytic CO2 reduction promoted by a CuCo2O4 cocatalyst with homogeneous and heterogeneous light harvesters, Appl. Catal. B Environ. 198 (2016) 180–188. https://doi.org/10.1016/j.apcatb.2016.05.055.",Vis,298,1,Liquid,No,No,0,Commercial,Thermal methods,673,1,Cu,1,Ru(bpy3)+2,0,No,0,No,100,CdS,No,,9.7
"M. Jiang, Y. Gao, Z. Wang, Z. Ding, Photocatalytic CO2 reduction promoted by a CuCo2O4 cocatalyst with homogeneous and heterogeneous light harvesters, Appl. Catal. B Environ. 198 (2016) 180–188. https://doi.org/10.1016/j.apcatb.2016.05.055.",Vis,298,1,Liquid,No,No,0,Commercial,Thermal methods,673,1,Cu,1,Ru(bpy3)+2,0,No,0,No,100,CdS,No,,19.84
"M. Jiang, Y. Gao, Z. Wang, Z. Ding, Photocatalytic CO2 reduction promoted by a CuCo2O4 cocatalyst with homogeneous and heterogeneous light harvesters, Appl. Catal. B Environ. 198 (2016) 180–188. https://doi.org/10.1016/j.apcatb.2016.05.055.",Vis,298,1,Liquid,No,No,0,Commercial,Thermal methods,673,1,Cu,1,Ru(bpy3)+2,0,No,0,No,100,CdS,No,,57.42
"K. Sekizawa, K. Maeda, K. Domen, K. Koike, O. Ishitani, Artificial Z-scheme constructed with a supramolecular metal complex and semiconductor for the photocatalytic reduction of CO2, J. Am. Chem. Soc. 135 (2013) 4596–4599. https://doi.org/10.1021/ja311541a.",UV ,298,1,Liquid,No,No,0,Commercial,NP,298,1,Ag,1,Ru (II) dinuclear complex ,0,No,0,No,100,TaON,No,2.23,12.6
"K. Sekizawa, K. Maeda, K. Domen, K. Koike, O. Ishitani, Artificial Z-scheme constructed with a supramolecular metal complex and semiconductor for the photocatalytic reduction of CO2, J. Am. Chem. Soc. 135 (2013) 4596–4599. https://doi.org/10.1021/ja311541a.",UV ,298,1,Liquid,No,No,0,NP,NP,298,1,Ru (II) dinuclear complex ,1,No,0,No,0,No,0,No,No,2,1.04
"K. Sekizawa, K. Maeda, K. Domen, K. Koike, O. Ishitani, Artificial Z-scheme constructed with a supramolecular metal complex and semiconductor for the photocatalytic reduction of CO2, J. Am. Chem. Soc. 135 (2013) 4596–4599. https://doi.org/10.1021/ja311541a.",UV ,298,1,Liquid,No,No,0,Commercial,NP,298,0,No,0,No,0,No,0,No,100,TaON,No,2.55,4
"K. Sekizawa, K. Maeda, K. Domen, K. Koike, O. Ishitani, Artificial Z-scheme constructed with a supramolecular metal complex and semiconductor for the photocatalytic reduction of CO2, J. Am. Chem. Soc. 135 (2013) 4596–4599. https://doi.org/10.1021/ja311541a.",UV ,298,1,Liquid,No,No,0,Commercial,NP,298,0,No,0,No,0,No,0,No,100,TaON,No,2.55,1.13
"K. Sekizawa, K. Maeda, K. Domen, K. Koike, O. Ishitani, Artificial Z-scheme constructed with a supramolecular metal complex and semiconductor for the photocatalytic reduction of CO2, J. Am. Chem. Soc. 135 (2013) 4596–4599. https://doi.org/10.1021/ja311541a.",UV ,298,1,Liquid,No,No,0,Commercial,NP,298,1,Ru (II) dinuclear complex ,1,No,0,No,0,No,100,TaON,No,2.5,1.88
"K. Sekizawa, K. Maeda, K. Domen, K. Koike, O. Ishitani, Artificial Z-scheme constructed with a supramolecular metal complex and semiconductor for the photocatalytic reduction of CO2, J. Am. Chem. Soc. 135 (2013) 4596–4599. https://doi.org/10.1021/ja311541a.",UV ,298,1,Liquid,No,No,0,Commercial,NP,298,1,Pt,1,Ru (II) dinuclear complex ,0,No,0,No,100,TaON,No,2.55,91.5
"J. Mao, T. Peng, X. Zhang, K. Li, L. Zan, Selective methanol production from photocatalytic reduction of CO 2 on BiVO 4 under visible light irradiation, Catal. Commun. 28 (2012) 38–41. https://doi.org/10.1016/j.catcom.2012.08.008.",Vis,293,1,Liquid,No,NaOH,0.01,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,BiVO4,No,2.26,12.92
"J. Mao, T. Peng, X. Zhang, K. Li, L. Zan, Selective methanol production from photocatalytic reduction of CO 2 on BiVO 4 under visible light irradiation, Catal. Commun. 28 (2012) 38–41. https://doi.org/10.1016/j.catcom.2012.08.008.",Vis,293,1,Liquid,No,NaOH,0.01,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,BiVO4,No,2.26,0.24
"J. Mao, T. Peng, X. Zhang, K. Li, L. Zan, Selective methanol production from photocatalytic reduction of CO 2 on BiVO 4 under visible light irradiation, Catal. Commun. 28 (2012) 38–41. https://doi.org/10.1016/j.catcom.2012.08.008.",Vis,293,1,Liquid,No,NaOH,0.01,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,BiVO4,No,2.26,27.98
"J. Mao, T. Peng, X. Zhang, K. Li, L. Zan, Selective methanol production from photocatalytic reduction of CO 2 on BiVO 4 under visible light irradiation, Catal. Commun. 28 (2012) 38–41. https://doi.org/10.1016/j.catcom.2012.08.008.",Vis,293,1,Liquid,No,NaOH,0.01,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,BiVO4,No,2.26,12.61
"J. Mao, T. Peng, X. Zhang, K. Li, L. Zan, Selective methanol production from photocatalytic reduction of CO 2 on BiVO 4 under visible light irradiation, Catal. Commun. 28 (2012) 38–41. https://doi.org/10.1016/j.catcom.2012.08.008.",Vis,293,1,Liquid,No,NaOH,0.02,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,BiVO4,No,2.26,3.72
"J. Mao, T. Peng, X. Zhang, K. Li, L. Zan, Selective methanol production from photocatalytic reduction of CO 2 on BiVO 4 under visible light irradiation, Catal. Commun. 28 (2012) 38–41. https://doi.org/10.1016/j.catcom.2012.08.008.",Vis,293,1,Liquid,No,NaOH,0.04,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,BiVO4,No,2.26,8.51
"J. Mao, T. Peng, X. Zhang, K. Li, L. Zan, Selective methanol production from photocatalytic reduction of CO 2 on BiVO 4 under visible light irradiation, Catal. Commun. 28 (2012) 38–41. https://doi.org/10.1016/j.catcom.2012.08.008.",Vis,293,1,Liquid,No,NaOH,0.06,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,BiVO4,No,2.26,11.05
"J. Mao, T. Peng, X. Zhang, K. Li, L. Zan, Selective methanol production from photocatalytic reduction of CO 2 on BiVO 4 under visible light irradiation, Catal. Commun. 28 (2012) 38–41. https://doi.org/10.1016/j.catcom.2012.08.008.",Vis,293,1,Liquid,No,NaOH,0.08,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,BiVO4,No,2.26,16.96
"J. Mao, T. Peng, X. Zhang, K. Li, L. Zan, Selective methanol production from photocatalytic reduction of CO 2 on BiVO 4 under visible light irradiation, Catal. Commun. 28 (2012) 38–41. https://doi.org/10.1016/j.catcom.2012.08.008.",Vis,293,1,Liquid,No,NaOH,0.1,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,BiVO4,No,2.26,28
"J. Mao, T. Peng, X. Zhang, K. Li, L. Zan, Selective methanol production from photocatalytic reduction of CO 2 on BiVO 4 under visible light irradiation, Catal. Commun. 28 (2012) 38–41. https://doi.org/10.1016/j.catcom.2012.08.008.",Vis,293,1,Liquid,No,NaOH,0.12,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,BiVO4,No,2.26,28.77
"J. Mao, T. Peng, X. Zhang, K. Li, L. Zan, Selective methanol production from photocatalytic reduction of CO 2 on BiVO 4 under visible light irradiation, Catal. Commun. 28 (2012) 38–41. https://doi.org/10.1016/j.catcom.2012.08.008.",Vis,293,1,Liquid,No,NaOH,0.14,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,BiVO4,No,2.26,31.15
"K. Zbudniewek, J. Góralski, J. Rynkowski, Studies on TiO 2/SiO 2 and Pd/TiO 2/SiO 2 catalysts in photoreduction of CO 2 with H 2O to methanol, Russ. J. Phys. Chem. A. 86 (2012) 2057–2062. https://doi.org/10.1134/S0036024412130274.",UV ,298,1,Liquid,No,No,0,Commercial,IW,298,1,Pd,0,No,0,No,0,No,41,TiO2,SiO2,2.9,0.14
"L.L. Tan, W.J. Ong, S.P. Chai, A.R. Mohamed, Reduced graphene oxide-TiO2 Noocomposite as a promising visible-light-active photocatalyst for the conversion of carbon dioxide, Nooscale Res. Lett. 8 (2013) 1–9. https://doi.org/10.1186/1556-276X-8-465.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,41,TiO2,rGO,,0.09
"L.L. Tan, W.J. Ong, S.P. Chai, A.R. Mohamed, Reduced graphene oxide-TiO2 Noocomposite as a promising visible-light-active photocatalyst for the conversion of carbon dioxide, Nooscale Res. Lett. 8 (2013) 1–9. https://doi.org/10.1186/1556-276X-8-465.",Vis,298,1,Liquid,No,No,0,Chemical reduction,NP,298,0,No,0,No,0,No,0,No,100,rGO,No,,0.04
"L.L. Tan, W.J. Ong, S.P. Chai, A.R. Mohamed, Reduced graphene oxide-TiO2 Noocomposite as a promising visible-light-active photocatalyst for the conversion of carbon dioxide, Nooscale Res. Lett. 8 (2013) 1–9. https://doi.org/10.1186/1556-276X-8-465.",Vis,298,1,Liquid,No,No,0,Commercial,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,,0.02
"A. Ahmad Beigi, S. Fatemi, Z. Salehi, Synthesis of Noocomposite CdS/TiO2 and investigation of its photocatalytic activity for CO2 reduction to CO and CH4 under visible light irradiation, J. CO2 Util. 7 (2014) 23–29. https://doi.org/10.1016/j.jcou.2014.06.003.",UV ,298,1,Liquid,No,No,0,Commercial,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,3.17,0.62
"A. Ahmad Beigi, S. Fatemi, Z. Salehi, Synthesis of Noocomposite CdS/TiO2 and investigation of its photocatalytic activity for CO2 reduction to CO and CH4 under visible light irradiation, J. CO2 Util. 7 (2014) 23–29. https://doi.org/10.1016/j.jcou.2014.06.003.",UV ,298,1,Liquid,No,No,0,Chemical reduction,NP,298,0,No,0,No,0,No,0,No,100,CdS,No,2.19,0.87
"A. Ahmad Beigi, S. Fatemi, Z. Salehi, Synthesis of Noocomposite CdS/TiO2 and investigation of its photocatalytic activity for CO2 reduction to CO and CH4 under visible light irradiation, J. CO2 Util. 7 (2014) 23–29. https://doi.org/10.1016/j.jcou.2014.06.003.",UV ,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,9.9,TiO2,CdS,2.25,1.12
"A. Ahmad Beigi, S. Fatemi, Z. Salehi, Synthesis of Noocomposite CdS/TiO2 and investigation of its photocatalytic activity for CO2 reduction to CO and CH4 under visible light irradiation, J. CO2 Util. 7 (2014) 23–29. https://doi.org/10.1016/j.jcou.2014.06.003.",UV ,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,4.1,TiO2,CdS,2.22,1.84
"A. Ahmad Beigi, S. Fatemi, Z. Salehi, Synthesis of Noocomposite CdS/TiO2 and investigation of its photocatalytic activity for CO2 reduction to CO and CH4 under visible light irradiation, J. CO2 Util. 7 (2014) 23–29. https://doi.org/10.1016/j.jcou.2014.06.003.",UV ,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,2.1,TiO2,CdS,2.2,2.22
"A. Ahmad Beigi, S. Fatemi, Z. Salehi, Synthesis of Noocomposite CdS/TiO2 and investigation of its photocatalytic activity for CO2 reduction to CO and CH4 under visible light irradiation, J. CO2 Util. 7 (2014) 23–29. https://doi.org/10.1016/j.jcou.2014.06.003.",UV ,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,1.2,TiO2,CdS,2.19,1.58
"A. Ahmad Beigi, S. Fatemi, Z. Salehi, Synthesis of Noocomposite CdS/TiO2 and investigation of its photocatalytic activity for CO2 reduction to CO and CH4 under visible light irradiation, J. CO2 Util. 7 (2014) 23–29. https://doi.org/10.1016/j.jcou.2014.06.003.",UV ,298,1,Liquid,No,No,0,Commercial,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,3.17,0.35
"A. Ahmad Beigi, S. Fatemi, Z. Salehi, Synthesis of Noocomposite CdS/TiO2 and investigation of its photocatalytic activity for CO2 reduction to CO and CH4 under visible light irradiation, J. CO2 Util. 7 (2014) 23–29. https://doi.org/10.1016/j.jcou.2014.06.003.",UV ,298,1,Liquid,No,No,0,Chemical reduction,NP,298,0,No,0,No,0,No,0,No,100,CdS,No,2.19,0.71
"A. Ahmad Beigi, S. Fatemi, Z. Salehi, Synthesis of Noocomposite CdS/TiO2 and investigation of its photocatalytic activity for CO2 reduction to CO and CH4 under visible light irradiation, J. CO2 Util. 7 (2014) 23–29. https://doi.org/10.1016/j.jcou.2014.06.003.",UV ,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,9.9,TiO2,CdS,2.25,2.32
"A. Ahmad Beigi, S. Fatemi, Z. Salehi, Synthesis of Noocomposite CdS/TiO2 and investigation of its photocatalytic activity for CO2 reduction to CO and CH4 under visible light irradiation, J. CO2 Util. 7 (2014) 23–29. https://doi.org/10.1016/j.jcou.2014.06.003.",UV ,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,4.1,TiO2,CdS,2.22,3.59
"A. Ahmad Beigi, S. Fatemi, Z. Salehi, Synthesis of Noocomposite CdS/TiO2 and investigation of its photocatalytic activity for CO2 reduction to CO and CH4 under visible light irradiation, J. CO2 Util. 7 (2014) 23–29. https://doi.org/10.1016/j.jcou.2014.06.003.",UV ,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,2.1,TiO2,CdS,2.2,4.33
"A. Ahmad Beigi, S. Fatemi, Z. Salehi, Synthesis of Noocomposite CdS/TiO2 and investigation of its photocatalytic activity for CO2 reduction to CO and CH4 under visible light irradiation, J. CO2 Util. 7 (2014) 23–29. https://doi.org/10.1016/j.jcou.2014.06.003.",UV ,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,1.2,TiO2,CdS,2.19,3.18
